P17_04_0,4.34,6.03,take off lid
P17_04_1,9.71,14.37,wash bowl
P17_04_10,66.24,73.79,put down pot
P17_04_11,74.15,76.66,turn on heater
P17_04_12,80.32,82.97,open fridge
P17_04_13,83.07,88.65,take out dumplings
P17_04_14,88.75,92.86,take out corns
P17_04_15,118.95,129.11,wash corn
P17_04_16,130.98,132.98,unfreeze
P17_04_17,135.9,137.06,remove leaves
P17_04_18,172.79,174.29,put corn into the pot
P17_04_19,177.05,178.26,remove the leaves
P17_04_2,15.92,19.13,add water
P17_04_20,178.6,179.32,over turn the corns
P17_04_21,203.25,213.75,stir water
P17_04_22,207.38,208.09,turn on light
P17_04_23,231.19,231.77,put down lid
P17_04_24,332.5,338.5,put noodles in the bowl
P17_04_25,569.17,571.41,take off light
P17_04_26,581.04,582.45,turn off heater
P17_04_27,595.96,596.83,overturn corn
P17_04_28,602.69,603.54,open fridge
P17_04_29,606.39,612.75,take out sauce
P17_04_3,29.45,30.3,close tap
P17_04_30,612.32,626.46,stir noodles
P17_04_31,614.95,615.5,open case
P17_04_32,624.48,626.55,take out spoon
P17_04_33,718.31,733.2,overturn corns
P17_04_34,765.7,766.63,stir noodles
P17_04_35,929.02,931.03,wash the spoon
P17_04_36,936.27,959.33,add sauce to noodles
P17_04_37,960.27,962.28,put aside sauce
P17_04_38,962.38,987.18,wash the spoon
P17_04_39,990.21,992.81,put spoon back to case
P17_04_4,34.96,36.89,put down bowl
P17_04_40,992.79,994.23,close case
P17_04_41,1008.57,1010.0,open fridge
P17_04_42,1010.02,1011.48,put back sauce
P17_04_43,1011.41,1012.19,close fridge
P17_04_44,1015.43,1016.91,put aside lid
P17_04_5,37.27,39.11,turn on heater
P17_04_6,44.77,46.45,open case
P17_04_7,45.83,49.27,take out pot
P17_04_8,57.45,61.36,wash pot
P17_04_9,60.18,65.39,add water
