P25_106_0,2.22,3.55,open cupboard
P25_106_1,3.91,6.17,pick up pot
P25_106_10,60.66,62.25,pick up pan
P25_106_100,532.66,534.68,put down jar
P25_106_101,539.09,540.54,pick up bacon
P25_106_102,540.83,542.57,pick up spoon
P25_106_103,543.34,561.71,put bacon
P25_106_104,561.73,564.2,put down package
P25_106_105,564.8,580.26,stir bacon
P25_106_106,580.36,581.7,put down spoon
P25_106_107,588.25,591.04,pick up spoon
P25_106_108,591.51,602.18,stir onion
P25_106_109,602.44,603.95,put down spoon
P25_106_11,63.26,64.09,pick up lid
P25_106_110,610.74,619.28,stir egg
P25_106_111,618.3,619.28,put down plate
P25_106_112,627.31,633.09,stir eggs
P25_106_113,645.24,646.67,pick up spoon
P25_106_114,646.96,667.88,stir onion
P25_106_115,670.61,672.6,put down spoon
P25_106_116,670.95,671.93,pick up knife
P25_106_117,673.25,674.87,pick up parmesan
P25_106_118,675.64,681.66,open parmesan
P25_106_119,681.76,684.19,put down parmesan
P25_106_12,64.08,65.9,put down lid
P25_106_120,684.29,685.57,put down knife
P25_106_121,686.86,687.35,pick up spoon
P25_106_122,687.86,693.43,stir onion
P25_106_123,693.51,695.52,put down spoon
P25_106_124,695.62,697.11,open lid
P25_106_125,697.21,699.88,put down lid
P25_106_126,705.15,708.66,pick up spoon
P25_106_127,708.61,727.72,stir onion
P25_106_128,728.19,729.05,put down spoon
P25_106_129,729.81,734.47,turn off hob
P25_106_13,65.89,67.74,move pan
P25_106_130,733.53,737.45,move pan
P25_106_131,742.0,745.54,open lid
P25_106_132,745.0,746.64,close lid
P25_106_133,746.78,749.45,pick up pasta
P25_106_134,756.2,758.13,put down pasta
P25_106_135,757.59,762.25,put down knife
P25_106_136,763.76,767.83,open pasta
P25_106_137,772.12,785.8,stir eggs
P25_106_138,787.58,797.78,pick up oil
P25_106_139,797.57,798.79,open cupboard
P25_106_14,68.33,69.67,open drawer
P25_106_140,798.93,800.64,put down oil
P25_106_141,800.56,801.16,close cupboard
P25_106_142,809.8,817.65,stir eggs
P25_106_143,817.82,821.03,move plate
