P06_107_0,1.99,4.16,open fridge
P06_107_1,8.24,9.79,open drawer
P06_107_10,35.38,36.67,pick up flour
P06_107_11,36.77,38.62,close cupboard
P06_107_12,40.24,41.86,pick up lemonade
P06_107_13,41.6,43.26,put down lemonade
P06_107_14,42.39,44.63,put down flour
P06_107_15,45.2,45.99,move kettle
P06_107_16,46.41,48.21,move bowl
P06_107_17,47.28,49.95,wipe counter
P06_107_18,49.78,50.69,pick up flour
P06_107_19,50.54,53.93,wipe counter
P06_107_2,9.7,11.15,close drawer
P06_107_20,54.1,55.23,put down flour
P06_107_21,55.72,65.14,open flour
P06_107_22,66.79,69.33,pour flour onto counter
P06_107_23,70.83,72.06,spread flour
P06_107_24,71.0,74.61,pick up bowl
P06_107_25,74.71,77.51,put down bowl
P06_107_26,78.88,102.79,remove cling film from bowl
P06_107_27,102.14,103.67,pick up bowl
P06_107_28,104.13,104.8,put down bowl
P06_107_29,104.89,111.37,fold cling film
P06_107_3,13.58,15.36,pick up onion
P06_107_30,111.46,112.44,put down cling film
P06_107_31,112.52,113.26,pick up bowl
P06_107_32,114.09,133.7,take dough out of bowl
P06_107_33,134.14,135.25,put down bowl
P06_107_34,135.79,144.7,cover dough in flour
P06_107_35,145.18,146.23,pick up knife
P06_107_36,146.31,178.75,cut dough
P06_107_37,178.85,180.54,put down knife
P06_107_38,184.57,187.15,cover dough in flour
P06_107_39,187.94,191.91,press dough
P06_107_4,17.74,20.14,pick up chop tomatoes
P06_107_40,193.07,196.36,cover dough in flour
P06_107_41,201.47,204.39,brush hands
P06_107_42,204.49,205.74,pick up knife
P06_107_43,207.61,211.16,pick up chopping board
P06_107_44,208.0,210.5,put down chopping board
P06_107_45,210.35,211.85,pick up onion
P06_107_46,211.87,216.21,chop onion
P06_107_47,216.24,217.0,put down knife
P06_107_48,216.94,229.22,peel onion
P06_107_49,229.03,229.86,pick up knife
P06_107_5,20.24,22.07,move pan
P06_107_50,229.85,251.76,chop onion
P06_107_51,251.83,253.29,put down knife
P06_107_52,253.26,255.04,brush hands
P06_107_53,254.89,257.14,turn on tap
P06_107_54,256.65,263.75,wash hands
P06_107_55,263.81,264.75,turn off tap
P06_107_56,267.0,274.16,pick up rubbish
P06_107_57,274.96,277.5,put rubbish in recycling bin
P06_107_58,277.81,278.95,turn on tap
P06_107_59,279.03,280.75,wash hands
P06_107_6,22.17,25.02,pick up mozzarella
P06_107_60,280.82,281.75,turn off tap
P06_107_61,282.55,283.61,pick up towel
P06_107_62,283.51,287.26,dry hands
P06_107_63,287.19,288.92,put down towel
P06_107_7,25.05,27.79,close fridge
P06_107_8,27.53,33.49,put down ingredients
P06_107_9,33.72,34.94,open cupboard
