P30_07_0,5.01,6.37,take kettle
P30_07_1,6.97,8.65,turn on tap
P30_07_10,19.33,20.56,close cupboard
P30_07_100,268.62,272.65,wipe surface
P30_07_101,271.97,274.72,continue wiping surface
P30_07_102,274.75,276.82,continue wiping surface
P30_07_103,276.09,279.75,continue wiping surface
P30_07_104,277.17,279.67,continue wiping surface
P30_07_105,285.0,289.52,dry hands
P30_07_11,20.66,21.6,open cupboard
P30_07_12,24.2,25.28,close cupboard
P30_07_13,27.12,28.11,take v60
P30_07_14,28.74,30.61,put filter in bin
P30_07_15,31.56,32.76,take mug
P30_07_16,33.18,34.16,turn tap on
P30_07_17,34.24,36.53,rinse mug
P30_07_18,36.63,42.88,wash mug
P30_07_19,41.74,45.21,continue washing mug
P30_07_2,8.11,11.97,fill kettle
P30_07_20,46.16,48.96,rinse mug
P30_07_21,48.57,50.43,continue rinsing mug
P30_07_22,51.07,52.41,put mug
P30_07_23,52.52,55.74,rinse jug
P30_07_24,57.17,58.1,take mug
P30_07_25,58.23,59.18,empty mug
P30_07_26,60.57,63.99,dry mug
P30_07_27,63.44,66.87,continue drying mug
P30_07_28,66.89,68.67,continue drying mug
P30_07_29,69.49,71.37,hang tea towel
P30_07_3,10.29,11.84,turn off tap
P30_07_30,72.7,73.48,put mug
P30_07_31,73.34,74.1,take v60
P30_07_32,74.38,75.18,put v60
P30_07_33,75.73,77.0,take bowl
P30_07_34,77.1,78.01,put bowl
P30_07_35,78.11,79.29,take plate
P30_07_36,79.08,80.12,open cupboard
P30_07_37,80.22,81.33,put plate
P30_07_38,81.37,83.37,take chopping board
P30_07_39,83.56,84.42,close cupboard
P30_07_4,11.94,13.24,close kettle
P30_07_40,84.31,86.71,put chopping board
P30_07_41,87.08,87.89,take coffee
P30_07_42,88.15,90.77,open bag of coffee
P30_07_43,91.6,95.19,scoop coffee beans
P30_07_44,94.68,97.12,put coffee beans into grinder
P30_07_45,97.22,98.41,turn grinder on
P30_07_46,98.05,99.08,close bag of coffee
P30_07_47,99.24,100.12,put bag of coffee
P30_07_48,100.53,104.85,move bottle of olive oil
P30_07_49,105.71,108.32,turn coffee grinder off
P30_07_5,12.69,14.96,put kettle
P30_07_50,108.61,110.46,take filters
P30_07_51,110.56,113.37,remove filter
P30_07_52,113.07,120.26,fold filter
P30_07_53,122.33,124.17,open filter
P30_07_54,124.38,125.08,put filter in v60
P30_07_55,125.41,127.58,put coffee grounds in v60
P30_07_56,132.75,133.93,take kettle
P30_07_57,133.68,137.51,fill jug from kettle
P30_07_58,137.61,139.32,put kettle
P30_07_59,139.42,141.35,take cereal
P30_07_6,14.68,15.81,turn kettle on
P30_07_60,141.57,142.51,open cereal
P30_07_61,144.24,151.46,pour cereal into bowl
P30_07_62,151.56,153.71,close cereal bag
P30_07_63,153.76,155.8,close cereal box
P30_07_64,155.9,157.36,put cereal box
P30_07_65,157.09,164.71,pour water into v60
P30_07_66,159.39,164.84,continue pouring water into v60
P30_07_67,166.13,167.05,open drawer
P30_07_68,167.08,168.89,take spoon
P30_07_69,168.75,170.67,put spoon in cereal
P30_07_7,15.63,17.38,take lime squeezer
P30_07_70,172.66,174.46,open cupboard
P30_07_71,174.41,175.67,take honey
P30_07_72,175.67,176.42,close cupboard
P30_07_73,179.21,184.75,put honey
P30_07_74,179.27,185.26,squeeze honey onto cereal
P30_07_75,185.09,186.3,close honey
P30_07_76,186.81,188.29,open cupboard
P30_07_77,189.59,190.31,close cupboard
P30_07_78,191.68,193.23,open fridge
P30_07_79,193.51,194.26,take soy milk
P30_07_8,16.77,17.94,open cupboard
P30_07_80,195.86,201.4,pour soy milk
P30_07_81,202.35,204.11,close fridge
P30_07_82,206.32,208.61,squash soy milk carton
P30_07_83,209.03,211.08,continue squashing soy milk carton
P30_07_84,210.99,212.72,screw lid onto soy milk
P30_07_85,213.12,214.82,put soy milk carton in recycling bin
P30_07_86,216.48,220.31,take knife and fork and put into drawer
P30_07_87,220.41,222.63,rinse sponge
P30_07_88,222.56,230.04,wipe surface
P30_07_89,227.58,231.15,continue wiping surface
P30_07_9,18.04,19.58,put lime squeezer
P30_07_90,231.58,234.07,rinse sponge
P30_07_91,234.9,236.56,rinse sponge
P30_07_92,236.66,243.72,scrub surface
P30_07_93,240.09,243.66,wipe surface
P30_07_94,243.44,246.02,move mug
P30_07_95,246.62,249.63,move cereal
P30_07_96,246.8,249.71,move v60
P30_07_97,249.94,253.42,scrub surface
P30_07_98,253.21,253.9,continue scrubbing surface
P30_07_99,253.77,266.02,continue scrubbing surface
