P04_115_0,1.26,3.1,turn off oven timer
P04_115_1,3.18,6.12,open oven
P04_115_10,27.69,28.77,close oven
P04_115_100,192.15,192.46,close food bin
P04_115_101,192.96,194.15,turn on tap
P04_115_102,194.1,194.84,rinse hands
P04_115_103,194.9,195.52,turn off tap
P04_115_104,196.19,196.9,pick up egg carton
P04_115_105,196.5,197.46,close egg carton
P04_115_106,201.13,203.52,put egg carton on recycling
P04_115_107,203.42,204.59,move egg carton into recycling
P04_115_108,208.85,210.0,open drawer
P04_115_109,209.96,211.56,take fork
P04_115_11,30.12,31.35,open dishwasher
P04_115_110,212.42,215.6,whisk eggs in bowl with fork
P04_115_111,215.22,217.1,pierce egg yolk
P04_115_112,217.2,222.63,whisk eggs in bowl with fork
P04_115_113,225.79,226.39,put down fork
P04_115_114,228.35,230.15,check timer on oven
P04_115_115,230.32,231.48,lift lid of rice cooker
P04_115_116,231.59,232.65,put down rice cooker lid
P04_115_117,232.94,235.19,pick up bao bun
P04_115_118,235.29,236.18,put bao bun on hob
P04_115_119,236.91,238.19,peel greaseproof paper off rice cooker steaming shelf
P04_115_12,31.45,33.22,pull out dishwasher drawer
P04_115_120,238.58,239.56,lay down greaseproof paper
P04_115_121,240.04,240.5,pick up rice cooker lid
P04_115_122,240.53,241.46,put lid on rice cooker
P04_115_123,240.0,242.56,pick up bao bun
P04_115_124,242.58,243.87,open bao bun
P04_115_125,243.94,244.72,close bao bun
P04_115_126,244.54,247.43,put down bao bun
P04_115_127,247.65,249.82,open tupperware
P04_115_128,249.03,249.71,take lid off tupperware
P04_115_129,249.95,250.74,put bao bun in tupperware
P04_115_13,32.74,36.45,put baking tray in dishwasher
P04_115_130,250.7,251.95,put lid on tupperware
P04_115_131,252.05,253.65,close tupperware
P04_115_132,253.75,256.78,put down tupperware
P04_115_14,36.18,37.8,close dishwasher drawer
P04_115_15,37.9,38.71,close dishwasher
P04_115_16,39.81,44.79,set oven temperature
P04_115_17,44.85,50.18,move baking tray
P04_115_18,49.62,52.19,open oven
P04_115_19,52.53,54.49,take cast iron pan out of oven
P04_115_2,5.15,9.95,take oven gloves
P04_115_20,54.59,56.74,put cast iron pan on hob
P04_115_21,58.09,61.29,tap bread
P04_115_22,60.74,62.82,close oven door
P04_115_23,61.27,62.52,put oven gloves on oven door
P04_115_24,64.61,66.61,feel bread
P04_115_25,66.6,69.3,pick up knife
P04_115_26,69.38,72.18,turn over bread with knife
P04_115_27,71.88,73.6,tap underside of bread with knife
P04_115_28,73.7,74.34,put down bread
P04_115_29,75.28,77.26,tap top of bread with knife
P04_115_3,6.21,8.97,put on oven gloves
P04_115_30,77.58,78.33,put down knife
P04_115_31,78.51,80.05,open drawer
P04_115_32,80.23,82.48,pick up cocktail stick
P04_115_33,84.05,86.33,put cocktail stick in bread
P04_115_34,86.43,87.46,remove cocktail stick from bread
P04_115_35,87.59,88.31,examine cocktail stick
P04_115_36,87.99,88.79,put down cocktail stick
P04_115_37,88.82,91.56,open oven door
P04_115_38,91.66,93.9,pick up cast iron pan
P04_115_39,93.89,95.53,put cast iron pan back in oven
P04_115_4,9.97,13.97,remove baking tray from oven
P04_115_40,95.63,96.54,close oven door
P04_115_41,96.59,98.41,put oven gloves on oven door
P04_115_42,98.24,110.39,adjust timer on oven
P04_115_43,110.34,111.04,open cupboard
P04_115_44,110.96,113.6,pick up saucepan
P04_115_45,113.63,114.8,move measuring spoon
P04_115_46,114.9,115.53,put saucepan on hob
P04_115_47,115.63,116.27,move rice cooker
P04_115_48,116.37,119.67,turn on hob
P04_115_49,119.29,125.42,adjust temperature on hob
P04_115_5,13.92,17.37,tip water from baking tray into sink
P04_115_50,125.52,127.15,open fridge
P04_115_51,126.62,131.98,pick up butter
P04_115_52,132.1,133.53,close fridge
P04_115_53,134.5,135.25,take lid off butter
P04_115_54,135.15,135.8,put lid on hob
P04_115_55,137.2,138.2,open drawer
P04_115_56,138.54,139.04,pick up spoon
P04_115_57,139.6,141.7,scrape butter with spoon
P04_115_58,141.94,143.26,put butter in pan
P04_115_59,143.55,145.15,scrape butter with spoon
P04_115_6,19.43,22.27,put baking tray on hob
P04_115_60,145.52,147.05,tap spoon on pan
P04_115_61,147.05,147.79,put down spoon
P04_115_62,147.79,148.29,take lid
P04_115_63,148.47,149.33,put lid on butter
P04_115_64,150.62,151.8,open fridge
P04_115_65,152.09,153.19,put butter in fridge door
P04_115_66,153.84,154.78,take eggs
P04_115_67,155.79,156.42,open egg carton
P04_115_68,156.42,158.06,hold egg
P04_115_69,158.16,158.87,close egg carton
P04_115_7,24.29,25.11,pick up baking tray
P04_115_70,158.81,160.63,close fridge
P04_115_71,159.89,161.39,put down egg carton
P04_115_72,161.28,162.1,open cupboard
P04_115_73,162.25,164.0,pick up bowl
P04_115_74,164.46,165.37,put down bowl
P04_115_75,165.95,166.92,open carton
P04_115_76,167.39,167.96,take egg
P04_115_77,168.88,171.16,crack egg
P04_115_78,169.2,171.0,open egg
P04_115_79,171.02,172.11,stack eggshell halves
P04_115_8,25.12,26.22,pick up frying pan
P04_115_80,172.54,173.05,put eggshell in egg carton
P04_115_81,173.14,173.84,take egg
P04_115_82,174.38,175.26,tap egg on side of bowl
P04_115_83,173.0,175.62,open egg
P04_115_84,175.72,176.48,stack eggshell halves
