P28_112_0,8.69,11.37,open washing machine door
P28_112_1,13.07,13.79,take detergent
P28_112_10,28.73,30.22,put clothes
P28_112_100,288.14,295.47,rinse bowl
P28_112_101,295.28,299.4,put bowl
P28_112_102,301.19,301.9,take spoon
P28_112_103,302.15,306.56,rinse spoon
P28_112_104,306.93,308.86,put spoon
P28_112_105,308.98,309.71,take sponge
P28_112_106,309.81,312.08,damp sponge
P28_112_107,314.24,319.22,clean sink
P28_112_108,314.54,319.02,wipe counter
P28_112_109,318.72,320.32,damp sponge
P28_112_11,30.32,32.75,take clothes
P28_112_110,321.22,328.4,clean sink
P28_112_111,328.39,329.52,damp sponge
P28_112_112,329.03,329.75,turn off tap
P28_112_113,331.85,332.7,put sponge
P28_112_114,334.59,343.63,wipe hands
P28_112_115,343.27,345.84,put towel
P28_112_116,348.04,350.67,take bag
P28_112_117,353.4,354.51,put bag
P28_112_12,32.85,36.39,put clothes
P28_112_13,36.41,41.28,take clothes
P28_112_14,41.3,43.93,put clothes
P28_112_15,44.3,44.73,take clothes
P28_112_16,44.82,45.45,put clothes
P28_112_17,45.67,46.28,take clothes
P28_112_18,46.4,46.94,put clothes
P28_112_19,47.46,52.95,take clothes
P28_112_2,14.16,14.83,put detergent
P28_112_20,52.97,59.98,put clothes
P28_112_21,62.09,62.88,take clothes
P28_112_22,62.83,63.4,put clothes
P28_112_23,63.84,66.1,take clothes
P28_112_24,66.2,68.36,put clothes
P28_112_25,69.08,70.19,take clothes
P28_112_26,70.19,72.6,put clothes
P28_112_27,72.68,73.46,take sock
P28_112_28,72.14,73.89,put sock
P28_112_29,73.7,75.94,take clothes
P28_112_3,15.5,17.0,take clothes
P28_112_30,75.6,77.18,put clothes
P28_112_31,77.2,78.91,take clothes
P28_112_32,78.9,79.66,put clothes
P28_112_33,79.64,81.95,take cap
P28_112_34,81.84,83.58,close door
P28_112_35,82.99,84.02,put cap
P28_112_36,86.48,87.38,take detergent
P28_112_37,87.4,88.36,put detergent
P28_112_38,88.68,89.38,take bag
P28_112_39,90.32,90.74,put bag
P28_112_4,17.25,17.93,put clothes
P28_112_40,94.74,95.29,open cupboard
P28_112_41,95.69,96.64,take cleaning spray
P28_112_42,96.61,97.27,close cupboard
P28_112_43,97.64,98.69,take sponge
P28_112_44,99.68,100.75,put cleaning spray
P28_112_45,101.12,102.38,take out grid
P28_112_46,102.86,104.31,put grid
P28_112_47,107.72,108.37,throw rubbish
P28_112_48,112.03,114.53,spray hob
P28_112_49,114.59,117.35,open spray
P28_112_5,19.15,23.03,take clothes
P28_112_50,117.45,121.54,spray hob
P28_112_51,121.61,122.72,put cleaning spray
P28_112_52,122.34,122.86,take sponge
P28_112_53,122.87,130.73,clean hob
P28_112_54,135.52,141.68,clean hob
P28_112_55,144.47,150.83,clean hob
P28_112_56,151.8,153.09,turn on tap
P28_112_57,153.12,155.89,rinse sponge
P28_112_58,156.0,157.07,turn off tap
P28_112_59,160.35,172.8,clean hob
P28_112_6,23.4,24.38,put clothes
P28_112_60,172.9,177.83,clean hob
P28_112_61,178.76,179.78,turn on tap
P28_112_62,180.13,180.95,rinse sponge
P28_112_63,183.88,190.45,clean hob
P28_112_64,190.96,191.8,put sponge
P28_112_65,191.89,192.9,take grid
P28_112_66,193.87,196.5,place grid
P28_112_67,197.85,198.62,take cleaning spray
P28_112_68,198.4,201.21,spray counter
P28_112_69,202.48,203.02,open cupboard
P28_112_7,28.37,33.95,take clothes
P28_112_70,203.12,203.89,put cleaning spray
P28_112_71,205.31,210.3,wipe counter
P28_112_72,210.05,214.53,wipe counter
P28_112_73,221.77,222.99,put sponge
P28_112_74,223.27,224.22,turn on tap
P28_112_75,225.39,226.13,take spoon
P28_112_76,226.18,226.85,take spoon
P28_112_77,227.27,234.43,scrub spoon
P28_112_78,234.27,235.07,put spoon
P28_112_79,235.24,235.74,take bowl
P28_112_8,26.47,26.96,put clothes
P28_112_80,236.14,249.59,scrub bowl
P28_112_81,237.48,247.58,scrub bowl
P28_112_82,248.25,249.69,put sponge
P28_112_83,253.29,253.9,put bowl
P28_112_84,253.88,254.59,take sponge
P28_112_85,254.53,255.23,damp sponge
P28_112_86,254.65,255.28,turn off tap
P28_112_87,255.66,259.73,take dishwashing liquid
P28_112_88,259.0,262.87,pour dishwashing liquid in sponge
P28_112_89,265.99,267.21,put dishwashing liquid
P28_112_9,27.3,28.75,take clothes
P28_112_90,267.07,267.83,turn on tap
P28_112_91,267.83,268.95,damp sponge
P28_112_92,268.45,268.9,turn off tap
P28_112_93,268.95,269.83,take spoon
P28_112_94,269.82,272.62,wash spoon
P28_112_95,272.63,273.2,put spoon
P28_112_96,273.3,274.03,take bowl
P28_112_97,274.59,283.32,wash bowl
P28_112_98,285.31,286.54,put sponge
P28_112_99,286.89,287.82,turn on tap
