P21_02_0,3.9,5.74,opening the fridge
P21_02_1,6.59,12.32,taking out the cheese and the sauce
P21_02_10,46.96,56.61,starting to remove the heart
P21_02_11,56.62,87.54,slicing the tomato
P21_02_12,88.98,90.69,leaving the knife
P21_02_13,90.79,93.75,bringing the olive oil
P21_02_14,94.27,97.86,pouring some olive oil on the tomato
P21_02_15,103.95,106.46,sprinkling some salt and pepper
P21_02_16,107.1,112.14,taking a dish
P21_02_17,112.2,118.74,opening the tortilla pack
P21_02_18,117.28,122.66,taking some tortillas out
P21_02_19,122.35,133.59,placing them on the dish
P21_02_2,12.8,14.96,taking out the tomatoes
P21_02_20,133.73,138.88,opening the cheese pack
P21_02_21,143.26,150.68,placing the cheese on the tortillas
P21_02_22,157.41,159.92,breaking the cheese
P21_02_23,158.67,185.88,stuffing the tortillas with cheese
P21_02_24,187.03,192.89,closing the cheese pack
P21_02_25,192.86,203.56,closing the tortilla pack
P21_02_26,206.02,212.6,opening the sauce
P21_02_27,214.9,219.91,placing tortillas in microwave
P21_02_28,220.86,224.84,selecting power level
P21_02_29,226.26,229.56,entering cooking time
P21_02_3,19.58,20.79,closing the fridge
P21_02_30,233.76,236.28,taking some glasses
P21_02_31,237.99,239.77,opening milk
P21_02_32,240.71,245.31,pouring milk into one glass
P21_02_33,245.69,248.44,closing the milk
P21_02_34,249.55,251.16,taking a glass
P21_02_35,253.89,255.64,opening fridge
P21_02_36,255.74,257.24,placing cheese pack back
P21_02_37,258.34,263.34,taking grapes and blueberries out of fridge
P21_02_38,262.39,300.16,placing them in the glass
P21_02_39,264.19,267.94,opening grapes bag
P21_02_4,20.89,22.14,taking out the milk
P21_02_40,268.35,276.18,taking some grapes
P21_02_41,302.69,308.26,opening blueberries pack
P21_02_42,310.37,323.37,placing some blueberries on glass
P21_02_43,323.19,325.0,closing blueberries pack
P21_02_44,326.58,333.24,placing blueberries pack and grapes into the fridge
P21_02_45,336.19,341.46,placing tomatoes into the fridge
P21_02_46,352.08,353.84,taking the sauce
P21_02_47,353.93,355.34,taking the glass with fruit
P21_02_48,356.59,364.87,rinsing fruit into tap
P21_02_49,380.45,381.34,taking a spoon
P21_02_5,24.68,27.01,taking one tomato
P21_02_50,383.71,434.9,pouring sauce into tortillas.
P21_02_51,434.4,436.11,covering sauce
P21_02_52,436.29,445.36,arranging tortillas
P21_02_53,445.46,453.17,taking the tortillas and tomato into table
P21_02_54,457.0,460.58,bringing milk and fruit into table
P21_02_55,462.2,469.15,taking milk back into the fridge
P21_02_56,471.51,474.48,taking a towel
P21_02_57,473.37,476.31,breaking a towel
P21_02_58,476.96,479.79,taking napkin into table
P21_02_59,481.0,485.2,taking a fork into the table
P21_02_6,27.02,32.49,removing a sticker
P21_02_7,33.11,40.66,washing the tomato in the sink
P21_02_8,41.24,43.01,taking a knife
P21_02_9,46.84,49.0,placing tomato on dish
