P03_16_0,3.41,4.08,turn down hob
P03_16_1,5.4,6.32,pick up kettle
P03_16_10,32.45,33.77,grab cup
P03_16_11,33.87,34.72,put cup
P03_16_12,35.56,42.67,pour rice into cup
P03_16_13,43.45,45.48,close rice
P03_16_14,45.58,46.46,put rice
P03_16_15,46.31,47.28,grab salt
P03_16_16,47.68,48.84,open salt
P03_16_17,50.08,51.65,pour cup
P03_16_18,51.62,58.06,pour salt
P03_16_19,51.97,54.51,put cup
P03_16_2,7.23,10.54,fill kettle
P03_16_20,60.23,62.58,put salt in bin
P03_16_21,62.96,64.21,put salt inside
P03_16_22,65.06,66.12,turn on tap
P03_16_23,66.41,69.41,wash hands
P03_16_24,68.18,69.12,turn off tap
P03_16_25,71.36,73.36,dry hands
P03_16_26,72.71,74.43,get lid
P03_16_27,74.81,75.81,put lid on side
P03_16_28,76.76,115.73,stir food
P03_16_29,110.93,115.8,stir food
P03_16_3,10.13,11.63,turn off tap
P03_16_30,171.79,172.46,shake rice
P03_16_31,172.56,173.56,move saucepan
P03_16_32,174.8,176.26,move saucepan
P03_16_33,204.19,208.19,pick up kettle
P03_16_34,208.33,214.23,pour water
P03_16_35,215.18,216.9,put kettle
P03_16_36,215.39,216.42,put lid
P03_16_37,220.51,230.64,stir food
P03_16_38,251.61,268.76,turn down hob
P03_16_4,12.22,13.22,put kettle
P03_16_5,12.87,13.89,turn on kettle
P03_16_6,14.62,16.63,grab spoon
P03_16_7,17.48,29.04,stir
P03_16_8,29.77,31.41,turn on hob
P03_16_9,31.26,32.01,open rice
