P28_18_0,1.25,2.42,open cupboard
P28_18_1,3.35,11.09,try to take out dish
P28_18_10,60.45,62.3,take wraps package
P28_18_11,62.73,63.48,take knife
P28_18_12,63.58,74.82,cut package
P28_18_13,64.14,65.99,cut package
P28_18_14,66.09,67.31,put down knife
P28_18_15,68.14,75.2,open package
P28_18_16,69.89,71.11,take knife
P28_18_17,74.92,75.66,put down knife
P28_18_18,76.17,81.68,open package
P28_18_19,81.51,86.61,take wraps out of package
P28_18_2,12.19,14.19,take dish
P28_18_20,86.65,87.67,put wraps in dish
P28_18_21,87.77,94.06,take wraps out of package
P28_18_22,94.16,95.54,put wraps in dish
P28_18_23,95.23,98.33,put down wraps package
P28_18_24,97.99,114.26,read instructions on box
P28_18_25,114.33,116.09,put down box
P28_18_3,14.51,16.79,put down dish
P28_18_4,17.5,31.24,open fajitas package
P28_18_5,31.09,38.34,continue opening fajitas package
P28_18_6,37.36,44.35,remove content from package
P28_18_7,44.45,47.67,take rubbish and put down box
P28_18_8,47.49,50.82,throw rubbish
P28_18_9,53.68,60.28,move box content
