P25_11_0,1.12,3.71,put down phone
P25_11_1,8.49,9.76,open tap
P25_11_10,44.15,45.48,close door
P25_11_11,47.5,50.43,open jar
P25_11_12,55.78,56.94,open drawer
P25_11_13,57.04,60.04,pick up teaspoon
P25_11_14,61.35,63.01,pick up coffee
P25_11_15,63.07,64.29,put down coffee
P25_11_16,87.97,89.17,put down teaspoon
P25_11_17,92.95,115.53,set down coffee pot
P25_11_18,117.87,122.46,clean coffee pot
P25_11_19,122.88,125.12,pick up napkin
P25_11_2,9.86,12.71,pick up coffee pot
P25_11_20,126.38,166.48,tighten coffee pot
P25_11_21,168.38,170.49,put down napkin
P25_11_22,170.7,171.25,close tap
P25_11_23,174.58,175.9,put down coffee pot
P25_11_24,175.5,178.2,pick up lighter
P25_11_25,178.0,178.75,close drawer
P25_11_26,192.05,193.14,take coffee pot
P25_11_27,192.82,195.2,put coffee pot
P25_11_28,196.12,197.01,open drawer
P25_11_29,196.85,197.91,put lighter
P25_11_3,12.81,16.1,put in water
P25_11_30,197.97,198.85,close drawer
P25_11_31,201.51,204.57,close jar
P25_11_32,204.67,205.64,put coffee
P25_11_33,204.74,213.56,take napkins
P25_11_34,222.67,224.4,put napkins
P25_11_35,226.01,227.01,turn tap on
P25_11_36,227.04,228.45,take rag
P25_11_37,227.11,241.52,wash rag
P25_11_38,257.4,274.05,clean kitchen
P25_11_39,274.83,275.83,open tap
P25_11_4,16.15,17.34,dump out water
P25_11_40,275.91,283.97,clean cloth
P25_11_41,284.07,285.37,close tap
P25_11_42,297.18,298.34,put down cloth
P25_11_43,298.31,299.13,pick up napkin
P25_11_44,304.13,306.86,put down napkin
P25_11_45,308.1,309.03,open drawer
P25_11_46,308.13,310.47,pick up detergent
P25_11_47,312.35,313.63,pick up sponge
P25_11_48,313.9,315.0,open tap
P25_11_49,316.84,318.15,put on detergent
P25_11_5,17.44,20.97,put in water
P25_11_50,319.66,321.43,pick up teaspoon
P25_11_51,320.99,335.12,clean teaspoon
P25_11_52,353.47,354.6,close sink
P25_11_53,354.84,355.75,pick up napkin
P25_11_54,355.85,358.44,dry hands
P25_11_55,359.42,362.28,put down napkin
P25_11_6,28.54,31.54,pick up napkins
P25_11_7,31.64,32.91,put down napkins
P25_11_8,35.17,39.58,open door
P25_11_9,37.37,44.82,pick up coffee
