P11_06_0,3.7,5.04,open cupboard
P11_06_1,5.09,6.76,take out bowl
P11_06_10,23.81,25.23,pick up cereal
P11_06_11,26.03,27.98,pour cereal in bowl
P11_06_12,26.83,31.08,pour cereal in bowl
P11_06_13,31.7,32.45,put cereal on counter
P11_06_14,33.53,34.04,pick up bowl
P11_06_15,34.45,35.96,place bowl on desk
P11_06_2,6.84,7.72,close cupboard
P11_06_3,8.59,9.75,pick up spoon
P11_06_4,9.85,11.4,put spoon in bowl
P11_06_5,11.85,12.91,open fridge
P11_06_6,12.75,13.75,take out milk
P11_06_7,15.57,18.61,pour milk into bowl
P11_06_8,18.74,20.72,put cap on milk
P11_06_9,21.41,22.79,put milk in fridge
