P03_07_0,4.86,5.6,place glass
P03_07_1,6.27,8.12,pick up spoon
P03_07_10,14.88,15.68,pick up bowl
P03_07_11,15.31,15.92,pick up lid
P03_07_12,16.75,18.25,pick up spoon
P03_07_13,19.24,20.24,place lid
P03_07_14,20.39,22.79,place spoon
P03_07_15,23.78,24.65,pick up pan
P03_07_16,24.92,25.85,place pan
P03_07_17,26.29,27.6,pick up glasses
P03_07_18,29.87,30.69,place glasses
P03_07_19,31.73,34.73,pour water
P03_07_2,7.72,8.54,pick up spatula
P03_07_20,37.23,37.93,open fridge
P03_07_21,38.65,39.67,pick up squash
P03_07_22,39.77,40.29,pick up grapes
P03_07_23,42.16,42.87,place grapes
P03_07_24,43.71,45.28,open squash
P03_07_25,45.22,47.86,pour squash
P03_07_26,47.09,48.79,close squash
P03_07_27,49.14,49.76,open fridge
P03_07_28,49.93,50.61,place squash
P03_07_29,50.65,51.36,close fridge
P03_07_3,8.48,9.42,pick up bowl
P03_07_30,52.61,57.38,fill up glass
P03_07_31,57.77,58.27,pick up glass
P03_07_32,58.87,59.55,place glass
P03_07_33,62.22,62.83,open cupboard
P03_07_34,63.07,63.99,grab plate
P03_07_35,64.09,64.75,close cupboard
P03_07_36,65.22,66.68,pick up grapes
P03_07_37,66.78,69.62,open grapes
P03_07_38,70.86,72.11,turn on tap
P03_07_39,72.74,74.25,put rubbish in bin
P03_07_4,9.83,10.96,place bowl
P03_07_40,74.77,75.97,pick up grapes
P03_07_41,76.55,82.8,rinse grapes
P03_07_42,78.6,88.24,continue rinsing grapes
P03_07_43,88.59,89.55,turn off tap
P03_07_44,89.65,92.07,remove water
P03_07_45,94.01,95.51,put grape in bin
P03_07_46,99.1,100.6,place grapes on plate
P03_07_47,102.13,106.28,dry hands
P03_07_5,10.84,11.43,place spoon
P03_07_6,10.93,11.44,place spatula
P03_07_7,11.26,12.85,place knife
P03_07_8,11.37,12.19,pick up knife
P03_07_9,12.95,14.19,place stuff
