P01_02_0,5.07,6.84,take plate
P01_02_1,8.61,9.28,open bin
P01_02_10,30.2,32.45,pour washing up liquid into sponge
P01_02_100,333.31,334.06,take rag
P01_02_101,334.16,342.76,still squeezing sponge
P01_02_102,342.85,347.1,rinse rag
P01_02_103,347.2,349.2,squeeze rag
P01_02_104,348.8,352.3,wipe sink
P01_02_105,349.04,359.01,wipe sink
P01_02_106,352.4,354.9,squeeze rag
P01_02_107,359.71,365.53,wipe counter
P01_02_108,364.88,367.48,still wiping counter
P01_02_109,367.58,376.73,wipe counter
P01_02_11,32.48,35.54,squeeze sponge
P01_02_110,377.71,378.97,open bin
P01_02_111,378.99,379.74,throw leftovers into bin
P01_02_112,379.8,381.96,close bin
P01_02_113,383.35,387.09,wipe cooker
P01_02_114,387.09,393.36,still wiping cooker
P01_02_115,393.46,407.45,still wiping cooker
P01_02_116,404.28,407.51,still wiping cooker
P01_02_117,407.61,413.07,wipe counter
P01_02_118,413.16,415.79,still wiping counter
P01_02_119,413.49,417.91,wipe sink
P01_02_12,34.64,35.7,take fork
P01_02_120,417.65,419.53,open tap
P01_02_121,419.32,424.4,rinse rag
P01_02_122,424.49,425.83,close tap
P01_02_123,425.93,427.6,squeeze rag
P01_02_124,427.73,430.71,wipe sink
P01_02_125,430.47,440.76,still wiping sink
P01_02_126,441.11,444.94,squeeze rag
P01_02_127,444.79,445.95,put down rag
P01_02_128,445.95,447.33,take cloth
P01_02_129,446.9,450.9,dry hands
P01_02_13,35.49,41.24,wash fork
P01_02_130,451.18,453.43,put down cloth
P01_02_131,453.77,455.28,move chair
P01_02_132,455.38,462.13,take eating board
P01_02_133,463.8,465.8,open drawer
P01_02_134,465.83,467.33,put down eating board
P01_02_135,468.13,469.43,take lid
P01_02_136,468.46,470.99,close lid
P01_02_137,473.11,475.52,take container
P01_02_138,475.91,476.68,open fridge
P01_02_139,477.01,481.11,put container into fridge
P01_02_14,41.75,42.63,take knife
P01_02_140,482.12,483.47,close fridge
P01_02_141,487.35,488.64,take bottle
P01_02_142,489.0,493.1,pour water into glass
P01_02_143,493.2,494.2,put down bottle
P01_02_144,493.8,499.25,drink water
P01_02_145,494.65,497.15,close bottle
P01_02_15,42.69,49.44,wash knife
P01_02_16,49.51,50.02,put down knife
P01_02_17,50.32,51.14,take plate
P01_02_18,50.89,60.52,wash plate
P01_02_19,60.45,63.42,still washing plate
P01_02_2,10.13,18.13,throw leftovers into bin
